pkSeqID,stime,flgs,proto,saddr,sport,daddr,dport,pkts,bytes,state,ltime,seq,dur,mean,stddev,smac,dmac,sum,min,max,soui,doui,sco,dco,spkts,dpkts,sbytes,dbytes,rate,srate,drate,attack,category,subcategory 
9000102,1528082799.655495,e s,tcp,192.168.100.150,5721.0,192.168.100.6,80.0,5,676,REQ,1528082858.578114,8280,58.922619,0.010688,0.018511,,,0.04275,0.0,0.04275,,,,,4,1,616,60,0.067886,0.050914,0.0,1,DoS,TCP
9000103,1528082799.655496,e s,tcp,192.168.100.150,5724.0,192.168.100.6,80.0,5,676,REQ,1528082858.578115,8281,58.922619,0.010688,0.018512,,,0.042751,0.0,0.042751,,,,,4,1,616,60,0.067886,0.050914,0.0,1,DoS,TCP
9000104,1528082799.655498,e s,tcp,192.168.100.150,5725.0,192.168.100.6,80.0,5,676,REQ,1528082858.578116,8282,58.922619,0.010688,0.018512,,,0.042751,0.0,0.042751,,,,,4,1,616,60,0.067886,0.050914,0.0,1,DoS,TCP
9000105,1528082799.6555,e s,tcp,192.168.100.150,5730.0,192.168.100.6,80.0,5,676,REQ,1528082858.578117,8283,58.922619,0.012268,0.021249,,,0.049072,0.0,0.049072,,,,,4,1,616,60,0.067886,0.050914,0.0,1,DoS,TCP
9000106,1528082799.655501,e s,tcp,192.168.100.150,5731.0,192.168.100.6,80.0,5,676,REQ,1528082858.578119,8284,58.922619,0.012268,0.021249,,,0.049072,0.0,0.049072,,,,,4,1,616,60,0.067886,0.050914,0.0,1,DoS,TCP
9000107,1528082799.655503,e s,tcp,192.168.100.150,5734.0,192.168.100.6,80.0,5,676,REQ,1528082858.57812,8285,58.922619,0.012268,0.021249,,,0.049073,0.0,0.049073,,,,,4,1,616,60,0.067886,0.050914,0.0,1,DoS,TCP
9000108,1528082799.655504,e s,tcp,192.168.100.150,5735.0,192.168.100.6,80.0,5,676,REQ,1528082858.578122,8286,58.922619,0.012268,0.021248,,,0.049071,0.0,0.049071,,,,,4,1,616,60,0.067886,0.050914,0.0,1,DoS,TCP
9000109,1528082799.655519,e s,tcp,192.168.100.150,5736.0,192.168.100.6,80.0,5,676,REQ,1528082858.578123,8287,58.922604,0.012263,0.02124,,,0.049052,0.0,0.049052,,,,,4,1,616,60,0.067886,0.050914,0.0,1,DoS,TCP
9000110,1528082799.65552,e s,tcp,192.168.100.150,5737.0,192.168.100.6,80.0,5,676,REQ,1528082858.578124,8288,58.922604,0.012263,0.02124,,,0.049052,0.0,0.049052,,,,,4,1,616,60,0.067886,0.050914,0.0,1,DoS,TCP
9000111,1528082799.655522,e s,tcp,192.168.100.150,5740.0,192.168.100.6,80.0,5,676,REQ,1528082858.578125,8289,58.922604,0.012263,0.02124,,,0.049052,0.0,0.049052,,,,,4,1,616,60,0.067886,0.050914,0.0,1,DoS,TCP
9000112,1528082799.655523,e s,tcp,192.168.100.150,5741.0,192.168.100.6,80.0,5,676,REQ,1528082858.578127,8290,58.922604,0.012263,0.02124,,,0.049052,0.0,0.049052,,,,,4,1,616,60,0.067886,0.050914,0.0,1,DoS,TCP
9000113,1528082799.655524,e s,tcp,192.168.100.150,5746.0,192.168.100.6,80.0,5,676,REQ,1528082858.578128,8291,58.922604,0.012263,0.02124,,,0.049051,0.0,0.049051,,,,,4,1,616,60,0.067886,0.050914,0.0,1,DoS,TCP
9000114,1528082799.655526,e s,tcp,192.168.100.150,5747.0,192.168.100.6,80.0,5,676,REQ,1528082858.578129,8292,58.922604,0.012262,0.021239,,,0.04905,0.0,0.04905,,,,,4,1,616,60,0.067886,0.050914,0.0,1,DoS,TCP
9000115,1528082799.655527,e s,tcp,192.168.100.150,5750.0,192.168.100.6,80.0,5,676,REQ,1528082858.578131,8293,58.922604,0.012262,0.021239,,,0.04905,0.0,0.04905,,,,,4,1,616,60,0.067886,0.050914,0.0,1,DoS,TCP
9000116,1528082799.655529,e s,tcp,192.168.100.150,5751.0,192.168.100.6,80.0,5,676,REQ,1528082858.578132,8294,58.922604,0.012262,0.021239,,,0.04905,0.0,0.04905,,,,,4,1,616,60,0.067886,0.050914,0.0,1,DoS,TCP
9000117,1528082799.65553,e s,tcp,192.168.100.150,5752.0,192.168.100.6,80.0,5,676,REQ,1528082858.578134,8295,58.922604,0.012267,0.021247,,,0.049068,0.0,0.049068,,,,,4,1,616,60,0.067886,0.050914,0.0,1,DoS,TCP
9000118,1528082799.655532,e s,tcp,192.168.100.150,5753.0,192.168.100.6,80.0,5,676,REQ,1528082858.578135,8296,58.922604,0.012267,0.021247,,,0.049068,0.0,0.049068,,,,,4,1,616,60,0.067886,0.050914,0.0,1,DoS,TCP
9000119,1528082799.655533,e s,tcp,192.168.100.150,5756.0,192.168.100.6,80.0,5,676,REQ,1528082858.578136,8297,58.922604,0.012267,0.021247,,,0.049068,0.0,0.049068,,,,,4,1,616,60,0.067886,0.050914,0.0,1,DoS,TCP
9000120,1528082799.655535,e s,tcp,192.168.100.150,5757.0,192.168.100.6,80.0,5,676,REQ,1528082858.578137,8298,58.922604,0.012267,0.021247,,,0.049068,0.0,0.049068,,,,,4,1,616,60,0.067886,0.050914,0.0,1,DoS,TCP
9000121,1528082799.655537,e s,tcp,192.168.100.150,5762.0,192.168.100.6,80.0,5,676,REQ,1528082858.578139,8299,58.922604,0.012262,0.021239,,,0.049049,0.0,0.049049,,,,,4,1,616,60,0.067886,0.050914,0.0,1,DoS,TCP
9000122,1528082799.655538,e s,tcp,192.168.100.150,5763.0,192.168.100.6,80.0,5,676,REQ,1528082858.57814,8300,58.922604,0.012262,0.021239,,,0.049049,0.0,0.049049,,,,,4,1,616,60,0.067886,0.050914,0.0,1,DoS,TCP
9000123,1528082799.65554,e s,tcp,192.168.100.150,5766.0,192.168.100.6,80.0,5,676,REQ,1528082858.578141,8301,58.9226,0.012262,0.021239,,,0.049049,0.0,0.049049,,,,,4,1,616,60,0.067886,0.050914,0.0,1,DoS,TCP
9000124,1528082799.655542,e s,tcp,192.168.100.150,5767.0,192.168.100.6,80.0,5,676,REQ,1528082858.578143,8302,58.9226,0.012262,0.021238,,,0.049048,0.0,0.049048,,,,,4,1,616,60,0.067886,0.050914,0.0,1,DoS,TCP
9000125,1528082799.655543,e s,tcp,192.168.100.150,5768.0,192.168.100.6,80.0,4,616,REQ,1528082858.578144,8303,58.9226,0.0,0.0,,,0.0,0.0,0.0,,,,,4,0,616,0,0.050914,0.050914,0.0,1,DoS,TCP
9000126,1528082799.655545,e s,tcp,192.168.100.150,5769.0,192.168.100.6,80.0,4,616,REQ,1528082858.578146,8304,58.9226,0.0,0.0,,,0.0,0.0,0.0,,,,,4,0,616,0,0.050914,0.050914,0.0,1,DoS,TCP
9000127,1528082799.655546,e s,tcp,192.168.100.150,5772.0,192.168.100.6,80.0,4,616,REQ,1528082858.578147,8305,58.9226,0.0,0.0,,,0.0,0.0,0.0,,,,,4,0,616,0,0.050914,0.050914,0.0,1,DoS,TCP
9000128,1528082799.655547,e s,tcp,192.168.100.150,5773.0,192.168.100.6,80.0,4,616,REQ,1528082858.578148,8306,58.9226,0.0,0.0,,,0.0,0.0,0.0,,,,,4,0,616,0,0.050914,0.050914,0.0,1,DoS,TCP
9000129,1528082799.655549,e s,tcp,192.168.100.150,5778.0,192.168.100.6,80.0,4,616,REQ,1528082858.57815,8307,58.9226,0.0,0.0,,,0.0,0.0,0.0,,,,,4,0,616,0,0.050914,0.050914,0.0,1,DoS,TCP
9000130,1528082799.65555,e s,tcp,192.168.100.150,5779.0,192.168.100.6,80.0,4,616,REQ,1528082858.578151,8308,58.9226,0.0,0.0,,,0.0,0.0,0.0,,,,,4,0,616,0,0.050914,0.050914,0.0,1,DoS,TCP
9000131,1528082799.670406,e s,tcp,192.168.100.148,35886.0,192.168.100.5,80.0,4,522,RST,1528082838.822707,8309,39.152302,0.048586,0.068711,,,0.145757,0.0,0.145757,,,,,3,1,462,60,0.076624,0.051083,0.0,1,DoS,TCP
9000132,1528082799.670412,e s,tcp,192.168.100.148,35887.0,192.168.100.5,80.0,4,522,RST,1528082838.822708,8310,39.152294,0.048745,0.068936,,,0.146236,0.0,0.146236,,,,,3,1,462,60,0.076624,0.051083,0.0,1,DoS,TCP
9000133,1528082799.670414,e s,tcp,192.168.100.148,35888.0,192.168.100.5,80.0,4,522,RST,1528082838.822709,8311,39.152294,0.048875,0.06912,,,0.146625,0.0,0.146625,,,,,3,1,462,60,0.076624,0.051083,0.0,1,DoS,TCP
9000134,1528082799.670416,e s,tcp,192.168.100.148,35889.0,192.168.100.5,80.0,4,522,RST,1528082838.82271,8312,39.152294,0.049045,0.069361,,,0.147136,0.0,0.147136,,,,,3,1,462,60,0.076624,0.051083,0.0,1,DoS,TCP
9000135,1528082799.670417,e s,tcp,192.168.100.148,35892.0,192.168.100.5,80.0,3,462,REQ,1528082838.822711,8313,39.152294,0.0,0.0,,,0.0,0.0,0.0,,,,,3,0,462,0,0.051083,0.051083,0.0,1,DoS,TCP
9000136,1528082799.670419,e s,tcp,192.168.100.148,35893.0,192.168.100.5,80.0,3,462,REQ,1528082838.822712,8314,39.152294,0.0,0.0,,,0.0,0.0,0.0,,,,,3,0,462,0,0.051083,0.051083,0.0,1,DoS,TCP
9000137,1528082799.67042,e s,tcp,192.168.100.148,35898.0,192.168.100.5,80.0,3,462,REQ,1528082838.822713,8315,39.152294,0.0,0.0,,,0.0,0.0,0.0,,,,,3,0,462,0,0.051083,0.051083,0.0,1,DoS,TCP
9000138,1528082799.670423,e s,tcp,192.168.100.148,35899.0,192.168.100.5,80.0,3,462,REQ,1528082838.822714,8316,39.15229,0.0,0.0,,,0.0,0.0,0.0,,,,,3,0,462,0,0.051083,0.051083,0.0,1,DoS,TCP
9000139,1528082799.670425,e s,tcp,192.168.100.148,35902.0,192.168.100.5,80.0,3,462,REQ,1528082838.822716,8317,39.15229,0.0,0.0,,,0.0,0.0,0.0,,,,,3,0,462,0,0.051083,0.051083,0.0,1,DoS,TCP
9000140,1528082799.670427,e s,tcp,192.168.100.148,35903.0,192.168.100.5,80.0,3,462,REQ,1528082838.822717,8318,39.15229,0.0,0.0,,,0.0,0.0,0.0,,,,,3,0,462,0,0.051083,0.051083,0.0,1,DoS,TCP
9000141,1528082799.670428,e s,tcp,192.168.100.148,35904.0,192.168.100.5,80.0,3,462,REQ,1528082838.822718,8319,39.15229,0.0,0.0,,,0.0,0.0,0.0,,,,,3,0,462,0,0.051083,0.051083,0.0,1,DoS,TCP
9000142,1528082799.670431,e s,tcp,192.168.100.148,35905.0,192.168.100.5,80.0,3,462,REQ,1528082838.822719,8320,39.152287,0.0,0.0,,,0.0,0.0,0.0,,,,,3,0,462,0,0.051083,0.051083,0.0,1,DoS,TCP
9000143,1528082799.670432,e s,tcp,192.168.100.148,35908.0,192.168.100.5,80.0,3,462,REQ,1528082838.82272,8321,39.152287,0.0,0.0,,,0.0,0.0,0.0,,,,,3,0,462,0,0.051083,0.051083,0.0,1,DoS,TCP
9000144,1528082799.670434,e s,tcp,192.168.100.148,35909.0,192.168.100.5,80.0,3,462,REQ,1528082838.822721,8322,39.152287,0.0,0.0,,,0.0,0.0,0.0,,,,,3,0,462,0,0.051083,0.051083,0.0,1,DoS,TCP
9000145,1528082799.670435,e s,tcp,192.168.100.148,35914.0,192.168.100.5,80.0,3,462,REQ,1528082838.822722,8323,39.152287,0.0,0.0,,,0.0,0.0,0.0,,,,,3,0,462,0,0.051083,0.051083,0.0,1,DoS,TCP
9000146,1528082799.670437,e s,tcp,192.168.100.148,35915.0,192.168.100.5,80.0,3,462,REQ,1528082838.822723,8324,39.152287,0.0,0.0,,,0.0,0.0,0.0,,,,,3,0,462,0,0.051083,0.051083,0.0,1,DoS,TCP
9000147,1528082799.670439,e s,tcp,192.168.100.148,35918.0,192.168.100.5,80.0,3,462,REQ,1528082838.822724,8325,39.152287,0.0,0.0,,,0.0,0.0,0.0,,,,,3,0,462,0,0.051083,0.051083,0.0,1,DoS,TCP
9000148,1528082799.670441,e s,tcp,192.168.100.148,35919.0,192.168.100.5,80.0,3,462,REQ,1528082838.822725,8326,39.152283,0.0,0.0,,,0.0,0.0,0.0,,,,,3,0,462,0,0.051083,0.051083,0.0,1,DoS,TCP
9000149,1528082799.670442,e s,tcp,192.168.100.148,35920.0,192.168.100.5,80.0,3,462,REQ,1528082838.822792,8327,39.152351,0.0,0.0,,,0.0,0.0,0.0,,,,,3,0,462,0,0.051082,0.051082,0.0,1,DoS,TCP
9000150,1528082799.670444,e s,tcp,192.168.100.148,35921.0,192.168.100.5,80.0,3,462,REQ,1528082838.822793,8328,39.152348,0.0,0.0,,,0.0,0.0,0.0,,,,,3,0,462,0,0.051083,0.051083,0.0,1,DoS,TCP
9000151,1528082799.670446,e s,tcp,192.168.100.148,35924.0,192.168.100.5,80.0,3,462,REQ,1528082838.822794,8329,39.152348,0.0,0.0,,,0.0,0.0,0.0,,,,,3,0,462,0,0.051083,0.051083,0.0,1,DoS,TCP
9000152,1528082799.670447,e s,tcp,192.168.100.148,35925.0,192.168.100.5,80.0,3,462,REQ,1528082838.822795,8330,39.152348,0.0,0.0,,,0.0,0.0,0.0,,,,,3,0,462,0,0.051083,0.051083,0.0,1,DoS,TCP
9000153,1528082799.670449,e s,tcp,192.168.100.148,35930.0,192.168.100.5,80.0,3,462,REQ,1528082838.822796,8331,39.152348,0.0,0.0,,,0.0,0.0,0.0,,,,,3,0,462,0,0.051083,0.051083,0.0,1,DoS,TCP
9000154,1528082799.67045,e s,tcp,192.168.100.148,35931.0,192.168.100.5,80.0,3,462,REQ,1528082838.822797,8332,39.152348,0.0,0.0,,,0.0,0.0,0.0,,,,,3,0,462,0,0.051083,0.051083,0.0,1,DoS,TCP
9000155,1528082799.670453,e s,tcp,192.168.100.148,35934.0,192.168.100.5,80.0,3,462,REQ,1528082838.822798,8333,39.152344,0.0,0.0,,,0.0,0.0,0.0,,,,,3,0,462,0,0.051083,0.051083,0.0,1,DoS,TCP
9000156,1528082799.670455,e s,tcp,192.168.100.148,35935.0,192.168.100.5,80.0,3,462,REQ,1528082838.822799,8334,39.152344,0.0,0.0,,,0.0,0.0,0.0,,,,,3,0,462,0,0.051083,0.051083,0.0,1,DoS,TCP
9000157,1528082799.670456,e s,tcp,192.168.100.148,35936.0,192.168.100.5,80.0,3,462,REQ,1528082838.8228,8335,39.152344,0.0,0.0,,,0.0,0.0,0.0,,,,,3,0,462,0,0.051083,0.051083,0.0,1,DoS,TCP
9000158,1528082799.670458,e s,tcp,192.168.100.148,35937.0,192.168.100.5,80.0,3,462,REQ,1528082838.822802,8336,39.152344,0.0,0.0,,,0.0,0.0,0.0,,,,,3,0,462,0,0.051083,0.051083,0.0,1,DoS,TCP
9000159,1528082799.670459,e s,tcp,192.168.100.148,35940.0,192.168.100.5,80.0,3,462,REQ,1528082838.822803,8337,39.152344,0.0,0.0,,,0.0,0.0,0.0,,,,,3,0,462,0,0.051083,0.051083,0.0,1,DoS,TCP
9000160,1528082799.670461,e s,tcp,192.168.100.148,35941.0,192.168.100.5,80.0,3,462,REQ,1528082838.822804,8338,39.152344,0.0,0.0,,,0.0,0.0,0.0,,,,,3,0,462,0,0.051083,0.051083,0.0,1,DoS,TCP
9000161,1528082799.670462,e s,tcp,192.168.100.148,35946.0,192.168.100.5,80.0,3,462,REQ,1528082838.822805,8339,39.152344,0.0,0.0,,,0.0,0.0,0.0,,,,,3,0,462,0,0.051083,0.051083,0.0,1,DoS,TCP
9000162,1528082799.670464,e s,tcp,192.168.100.148,35947.0,192.168.100.5,80.0,3,462,REQ,1528082838.822806,8340,39.152344,0.0,0.0,,,0.0,0.0,0.0,,,,,3,0,462,0,0.051083,0.051083,0.0,1,DoS,TCP
9000163,1528082799.670466,e s,tcp,192.168.100.148,35950.0,192.168.100.5,80.0,3,462,REQ,1528082838.822807,8341,39.15234,0.0,0.0,,,0.0,0.0,0.0,,,,,3,0,462,0,0.051083,0.051083,0.0,1,DoS,TCP
9000164,1528082799.670467,e s,tcp,192.168.100.148,35951.0,192.168.100.5,80.0,3,462,REQ,1528082838.822807,8342,39.15234,0.0,0.0,,,0.0,0.0,0.0,,,,,3,0,462,0,0.051083,0.051083,0.0,1,DoS,TCP
9000165,1528082799.670469,e s,tcp,192.168.100.148,35952.0,192.168.100.5,80.0,3,462,REQ,1528082838.822808,8343,39.15234,0.0,0.0,,,0.0,0.0,0.0,,,,,3,0,462,0,0.051083,0.051083,0.0,1,DoS,TCP
9000166,1528082799.67047,e s,tcp,192.168.100.148,35953.0,192.168.100.5,80.0,3,462,REQ,1528082838.822809,8344,39.15234,0.0,0.0,,,0.0,0.0,0.0,,,,,3,0,462,0,0.051083,0.051083,0.0,1,DoS,TCP
9000167,1528082799.670472,e s,tcp,192.168.100.148,35956.0,192.168.100.5,80.0,3,462,REQ,1528082838.82281,8345,39.152336,0.0,0.0,,,0.0,0.0,0.0,,,,,3,0,462,0,0.051083,0.051083,0.0,1,DoS,TCP
9000168,1528082799.670473,e s,tcp,192.168.100.148,35957.0,192.168.100.5,80.0,3,462,REQ,1528082838.822811,8346,39.152336,0.0,0.0,,,0.0,0.0,0.0,,,,,3,0,462,0,0.051083,0.051083,0.0,1,DoS,TCP
9000169,1528082799.670475,e s,tcp,192.168.100.148,35962.0,192.168.100.5,80.0,3,462,REQ,1528082838.822812,8347,39.152336,0.0,0.0,,,0.0,0.0,0.0,,,,,3,0,462,0,0.051083,0.051083,0.0,1,DoS,TCP
9000170,1528082799.670476,e s,tcp,192.168.100.148,35963.0,192.168.100.5,80.0,3,462,REQ,1528082838.822813,8348,39.152336,0.0,0.0,,,0.0,0.0,0.0,,,,,3,0,462,0,0.051083,0.051083,0.0,1,DoS,TCP
9000171,1528082799.670478,e s,tcp,192.168.100.148,35966.0,192.168.100.5,80.0,3,462,REQ,1528082838.822814,8349,39.152336,0.0,0.0,,,0.0,0.0,0.0,,,,,3,0,462,0,0.051083,0.051083,0.0,1,DoS,TCP
9000172,1528082799.67048,e s,tcp,192.168.100.148,35967.0,192.168.100.5,80.0,3,462,REQ,1528082838.822815,8350,39.152336,0.0,0.0,,,0.0,0.0,0.0,,,,,3,0,462,0,0.051083,0.051083,0.0,1,DoS,TCP
9000173,1528082799.670482,e s,tcp,192.168.100.148,35968.0,192.168.100.5,80.0,3,462,REQ,1528082838.822816,8351,39.152332,0.0,0.0,,,0.0,0.0,0.0,,,,,3,0,462,0,0.051083,0.051083,0.0,1,DoS,TCP
9000174,1528082799.670483,e s,tcp,192.168.100.148,35969.0,192.168.100.5,80.0,3,462,REQ,1528082838.822817,8352,39.152332,0.0,0.0,,,0.0,0.0,0.0,,,,,3,0,462,0,0.051083,0.051083,0.0,1,DoS,TCP
9000175,1528082799.670485,e s,tcp,192.168.100.148,35972.0,192.168.100.5,80.0,3,462,REQ,1528082838.822818,8353,39.152332,0.0,0.0,,,0.0,0.0,0.0,,,,,3,0,462,0,0.051083,0.051083,0.0,1,DoS,TCP
9000176,1528082799.670487,e s,tcp,192.168.100.148,35973.0,192.168.100.5,80.0,3,462,REQ,1528082838.822819,8354,39.152332,0.0,0.0,,,0.0,0.0,0.0,,,,,3,0,462,0,0.051083,0.051083,0.0,1,DoS,TCP
9000177,1528082799.670489,e s,tcp,192.168.100.148,35978.0,192.168.100.5,80.0,3,462,REQ,1528082838.82282,8355,39.152332,0.0,0.0,,,0.0,0.0,0.0,,,,,3,0,462,0,0.051083,0.051083,0.0,1,DoS,TCP
9000178,1528082799.67049,e s,tcp,192.168.100.148,35979.0,192.168.100.5,80.0,3,462,REQ,1528082838.822821,8356,39.152332,0.0,0.0,,,0.0,0.0,0.0,,,,,3,0,462,0,0.051083,0.051083,0.0,1,DoS,TCP
9000179,1528082799.670492,e s,tcp,192.168.100.148,35982.0,192.168.100.5,80.0,3,462,REQ,1528082838.822822,8357,39.152328,0.0,0.0,,,0.0,0.0,0.0,,,,,3,0,462,0,0.051083,0.051083,0.0,1,DoS,TCP
9000180,1528082799.670493,e s,tcp,192.168.100.148,35983.0,192.168.100.5,80.0,4,522,RST,1528082838.884735,8358,39.324772,0.036843,0.052104,,,0.110529,0.0,0.110529,,,,,3,1,462,60,0.076288,0.051002,0.0,1,DoS,TCP
9000181,1528082799.670495,e s,tcp,192.168.100.148,35984.0,192.168.100.5,80.0,4,522,RST,1528082838.884737,8359,39.324978,0.036912,0.052202,,,0.110737,0.0,0.110737,,,,,3,1,462,60,0.076287,0.051002,0.0,1,DoS,TCP
9000182,1528082799.670496,e s,tcp,192.168.100.148,35985.0,192.168.100.5,80.0,4,522,RST,1528082838.884738,8360,39.325333,0.037031,0.052369,,,0.111092,0.0,0.111092,,,,,3,1,462,60,0.076287,0.051002,0.0,1,DoS,TCP
9000183,1528082799.670498,e s,tcp,192.168.100.148,35988.0,192.168.100.5,80.0,4,522,RST,1528082838.884739,8361,39.326275,0.037345,0.052813,,,0.112034,0.0,0.112034,,,,,3,1,462,60,0.076285,0.051002,0.0,1,DoS,TCP
9000184,1528082799.670499,e s,tcp,192.168.100.148,35989.0,192.168.100.5,80.0,4,522,RST,1528082838.884741,8362,39.326595,0.037451,0.052963,,,0.112352,0.0,0.112352,,,,,3,1,462,60,0.076284,0.051002,0.0,1,DoS,TCP
9000185,1528082799.670501,e s,tcp,192.168.100.148,35994.0,192.168.100.5,80.0,4,522,RST,1528082838.884743,8363,39.328079,0.037946,0.053664,,,0.113839,0.0,0.113839,,,,,3,1,462,60,0.076281,0.051002,0.0,1,DoS,TCP
9000186,1528082799.670502,e s,tcp,192.168.100.148,35995.0,192.168.100.5,80.0,4,522,RST,1528082838.884744,8364,39.328411,0.038056,0.053819,,,0.114168,0.0,0.114168,,,,,3,1,462,60,0.076281,0.051002,0.0,1,DoS,TCP
9000187,1528082799.670504,e s,tcp,192.168.100.148,35998.0,192.168.100.5,80.0,4,522,RST,1528082838.884746,8365,39.329453,0.038404,0.054311,,,0.115212,0.0,0.115212,,,,,3,1,462,60,0.076279,0.051002,0.0,1,DoS,TCP
9000188,1528082799.670505,e s,tcp,192.168.100.148,35999.0,192.168.100.5,80.0,4,522,RST,1528082838.884747,8366,39.38306,0.056273,0.079582,,,0.168819,0.0,0.168819,,,,,3,1,462,60,0.076175,0.051002,0.0,1,DoS,TCP
9000189,1528082799.670507,e s,tcp,192.168.100.148,36000.0,192.168.100.5,80.0,4,522,RST,1528082838.884748,8367,39.38306,0.056274,0.079583,,,0.168821,0.0,0.168821,,,,,3,1,462,60,0.076175,0.051002,0.0,1,DoS,TCP
9000190,1528082799.670508,e s,tcp,192.168.100.148,36001.0,192.168.100.5,80.0,4,522,RST,1528082838.88475,8368,39.383278,0.056345,0.079684,,,0.169035,0.0,0.169035,,,,,3,1,462,60,0.076174,0.051002,0.0,1,DoS,TCP
9000191,1528082799.67051,e s,tcp,192.168.100.148,36004.0,192.168.100.5,80.0,4,522,RST,1528082838.884751,8369,39.384262,0.056673,0.080148,,,0.17002,0.0,0.17002,,,,,3,1,462,60,0.076173,0.051002,0.0,1,DoS,TCP
9000192,1528082799.670511,e s,tcp,192.168.100.148,36005.0,192.168.100.5,80.0,4,522,RST,1528082838.884752,8370,39.384544,0.056768,0.080283,,,0.170305,0.0,0.170305,,,,,3,1,462,60,0.076172,0.051002,0.0,1,DoS,TCP
9000193,1528082799.670512,e s,tcp,192.168.100.148,36010.0,192.168.100.5,80.0,4,522,RST,1528082838.884754,8371,39.38625,0.057336,0.081085,,,0.172007,0.0,0.172007,,,,,3,1,462,60,0.076169,0.051002,0.0,1,DoS,TCP
9000194,1528082799.670514,e s,tcp,192.168.100.148,36011.0,192.168.100.5,80.0,4,522,RST,1528082838.884755,8372,39.386612,0.057457,0.081256,,,0.17237,0.0,0.17237,,,,,3,1,462,60,0.076168,0.051002,0.0,1,DoS,TCP
9000195,1528082799.670516,e s,tcp,192.168.100.148,35890.0,192.168.100.5,80.0,3,462,REQ,1528082838.822777,8373,39.15226,0.0,0.0,,,0.0,0.0,0.0,,,,,3,0,462,0,0.051083,0.051083,0.0,1,DoS,TCP
9000196,1528082799.670518,e s,tcp,192.168.100.148,35891.0,192.168.100.5,80.0,3,462,REQ,1528082838.822778,8374,39.15226,0.0,0.0,,,0.0,0.0,0.0,,,,,3,0,462,0,0.051083,0.051083,0.0,1,DoS,TCP
9000197,1528082799.67052,e s,tcp,192.168.100.148,35894.0,192.168.100.5,80.0,3,462,REQ,1528082838.822779,8375,39.15226,0.0,0.0,,,0.0,0.0,0.0,,,,,3,0,462,0,0.051083,0.051083,0.0,1,DoS,TCP
9000198,1528082799.670521,e s,tcp,192.168.100.148,35895.0,192.168.100.5,80.0,3,462,REQ,1528082838.82278,8376,39.15226,0.0,0.0,,,0.0,0.0,0.0,,,,,3,0,462,0,0.051083,0.051083,0.0,1,DoS,TCP
9000199,1528082799.670522,e s,tcp,192.168.100.148,35896.0,192.168.100.5,80.0,3,462,REQ,1528082838.822781,8377,39.15226,0.0,0.0,,,0.0,0.0,0.0,,,,,3,0,462,0,0.051083,0.051083,0.0,1,DoS,TCP
9000200,1528082799.670524,e s,tcp,192.168.100.148,35897.0,192.168.100.5,80.0,3,462,REQ,1528082838.822782,8378,39.15226,0.0,0.0,,,0.0,0.0,0.0,,,,,3,0,462,0,0.051083,0.051083,0.0,1,DoS,TCP
9000201,1528082799.670525,e s,tcp,192.168.100.148,35900.0,192.168.100.5,80.0,3,462,REQ,1528082838.822783,8379,39.15226,0.0,0.0,,,0.0,0.0,0.0,,,,,3,0,462,0,0.051083,0.051083,0.0,1,DoS,TCP
9000202,1528082799.670527,e s,tcp,192.168.100.148,35901.0,192.168.100.5,80.0,3,462,REQ,1528082838.822784,8380,39.152256,0.0,0.0,,,0.0,0.0,0.0,,,,,3,0,462,0,0.051083,0.051083,0.0,1,DoS,TCP
9000203,1528082799.670528,e s,tcp,192.168.100.148,35906.0,192.168.100.5,80.0,3,462,REQ,1528082838.822785,8381,39.152256,0.0,0.0,,,0.0,0.0,0.0,,,,,3,0,462,0,0.051083,0.051083,0.0,1,DoS,TCP
9000204,1528082799.670529,e s,tcp,192.168.100.148,35907.0,192.168.100.5,80.0,3,462,REQ,1528082838.822786,8382,39.152256,0.0,0.0,,,0.0,0.0,0.0,,,,,3,0,462,0,0.051083,0.051083,0.0,1,DoS,TCP
9000205,1528082799.670531,e s,tcp,192.168.100.148,35910.0,192.168.100.5,80.0,3,462,REQ,1528082838.822787,8383,39.152256,0.0,0.0,,,0.0,0.0,0.0,,,,,3,0,462,0,0.051083,0.051083,0.0,1,DoS,TCP
9000206,1528082799.670534,e s,tcp,192.168.100.148,35911.0,192.168.100.5,80.0,3,462,REQ,1528082838.822788,8384,39.152252,0.0,0.0,,,0.0,0.0,0.0,,,,,3,0,462,0,0.051083,0.051083,0.0,1,DoS,TCP
9000207,1528082799.670535,e s,tcp,192.168.100.148,35912.0,192.168.100.5,80.0,3,462,REQ,1528082838.822789,8385,39.152252,0.0,0.0,,,0.0,0.0,0.0,,,,,3,0,462,0,0.051083,0.051083,0.0,1,DoS,TCP
9000208,1528082799.670537,e s,tcp,192.168.100.148,35913.0,192.168.100.5,80.0,3,462,REQ,1528082838.82279,8386,39.152252,0.0,0.0,,,0.0,0.0,0.0,,,,,3,0,462,0,0.051083,0.051083,0.0,1,DoS,TCP
9000209,1528082799.670538,e s,tcp,192.168.100.148,35916.0,192.168.100.5,80.0,3,462,REQ,1528082838.822791,8387,39.152252,0.0,0.0,,,0.0,0.0,0.0,,,,,3,0,462,0,0.051083,0.051083,0.0,1,DoS,TCP
